STRUCTURE,STRUCTURE_ID,ACTION,FREQ_ID,FREQ_NAME,REF_AREA_ID,REF_AREA_NAME,INDICATOR_ID,INDICATOR_NAME,SEX_ID,SEX_NAME,AGE_ID,AGE_NAME,URBANISATION_ID,URBANISATION_NAME,UNIT_MEASURE_ID,UNIT_MEASURE_NAME,COMP_BREAKDOWN_1_ID,COMP_BREAKDOWN_1_NAME,COMP_BREAKDOWN_2_ID,COMP_BREAKDOWN_2_NAME,COMP_BREAKDOWN_3_ID,COMP_BREAKDOWN_3_NAME,TIME_PERIOD,OBS_VALUE,AGG_METHOD_ID,AGG_METHOD_NAME,DECIMALS_ID,DECIMALS_NAME,DATABASE_ID_ID,DATABASE_ID_NAME,COMMENT_TS,UNIT_MULT_ID,UNIT_MULT_NAME,DATA_SOURCE_ID,DATA_SOURCE_NAME,UNIT_TYPE_ID,UNIT_TYPE_NAME,TIME_FORMAT_ID,TIME_FORMAT_NAME,COMMENT_OBS,OBS_STATUS_ID,OBS_STATUS_NAME,OBS_CONF_ID,OBS_CONF_NAME
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HPC,Heavily indebted poor countries (HIPC),WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,744.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HIC,High income,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,16.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IBD,IBRD only,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,208.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IBT,IDA & IBRD total,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,368.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDB,IDA blend,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,690.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDX,IDA only,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,654.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDA,IDA total,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,666.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTE,Late-demographic dividend,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,65.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LCN,Latin America & Caribbean,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,90.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAC,Latin America & Caribbean (excluding high income),WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,92.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TLA,Latin America & Caribbean (IDA & IBRD),WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,91.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LDC,Least developed countries: UN classification,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,706.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMY,Low & middle income,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,374.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LIC,Low income,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,770.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LMC,Lower middle income,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,448.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEA,Middle East and North Africa,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,108.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNA,Middle East & North Africa (excluding high income),WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,118.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,TMN,Middle East & North Africa (IDA & IBRD),WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,119.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MIC,Middle income,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,311.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NAC,North America,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,12.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OED,OECD members,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,23.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,OSS,Other small states,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,328.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PSS,Pacific island small states,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,91.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PST,Post-demographic dividend,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,12.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,PRE,Pre-demographic dividend,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,813.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,SST,Small states,WB_WDI_SH_STA_MMRT,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DT_10P5BR_L,Deaths per 100 000 live births,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2000,261.0,_Z,Not Applicable,2,Two,WB_WDI,World Development Indicators (WDI),"Maternal mortality ratio (modeled estimate, per 100,000 live births)",0,Units,WB_WDI,World Development Indicators (WDI),COUNT,Count (Integer),P1Y,Annual,,A,Normal value,PU,Public
